transaction_id,customer_id,segment,amount,payment_method,failure_reason,failed_at,hour,day_of_week,is_subscription,time_since_failure_hr,customer_total_transactions,customer_successful_transactions,customer_failed_transactions,customer_success_rate,customer_lifetime_value,customer_preferred_method,method_matches_preference,prior_recovery_attempts,prior_recovery_successes,customer_opted_out,recovered
T909707,C106726,loyal,1520.0,upi,network_error,2026-08-13 11:11:04.983021,22,3,1,0.82,129,108,21,0.837,24395.02,upi,1,8,6,0,1
T909708,C104121,casual,260.0,card,insufficient_funds,2026-08-19 11:36:49.922570,10,3,0,0.39,106,67,39,0.632,7758.49,upi,0,26,15,0,0
T909709,C101308,new,100.0,card,bank_timeout,2026-08-14 05:57:01.563638,14,4,0,6.05,53,29,24,0.547,138.51,wallet,0,12,6,0,0
T909710,C104955,casual,1119.0,upi,otp_failure,2026-08-12 19:04:17.046925,17,2,0,16.93,6,3,3,0.5,13240.86,netbanking,0,3,2,0,1
T909711,C100935,new,160.0,netbanking,insufficient_funds,2026-08-12 10:51:13.380206,7,1,0,1.15,120,57,63,0.475,1282.3,card,0,15,8,0,0
T909712,C101841,casual,299.0,wallet,network_error,2026-08-13 02:54:48.356731,0,3,0,9.09,4,2,2,0.5,7636.28,upi,0,1,0,0,0
T909713,C105845,casual,240.0,upi,insufficient_funds,2026-08-17 11:15:01.737649,1,2,0,0.75,10,6,4,0.6,8492.79,card,0,2,1,0,0
T909714,C107709,loyal,2539.0,card,card_declined,2026-08-15 21:16:05.306377,7,0,1,14.73,18,15,3,0.833,42341.51,card,1,0,0,0,0
T909715,C102701,loyal,4440.0,upi,network_error,2026-08-18 11:02:23.248725,13,3,0,0.96,31,23,8,0.742,35540.94,card,0,9,7,0,0
T909716,C101520,casual,539.0,upi,otp_failure,2026-08-20 07:08:38.819162,5,1,0,4.86,48,35,13,0.729,13244.63,card,0,8,5,0,0
T909717,C101161,high_value,43869.0,upi,otp_failure,2026-08-17 07:38:53.602027,9,1,0,4.35,56,53,3,0.946,350148.46,netbanking,0,1,0,0,1
T909718,C104490,new,149.0,upi,network_error,2026-08-19 09:30:59.381210,19,2,0,2.48,14,8,6,0.571,519.18,netbanking,0,7,3,0,0
T909719,C100080,casual,340.0,card,payment_link_expired,2026-08-12 03:05:56.445031,8,3,0,8.9,65,43,22,0.662,7187.57,card,1,17,10,0,1
T909720,C105776,new,100.0,upi,otp_failure,2026-08-17 09:20:07.770824,2,5,0,2.66,21,10,11,0.476,2967.03,netbanking,0,9,4,0,1
T909721,C104773,loyal,749.0,upi,network_error,2026-08-15 08:34:45.664806,8,5,0,3.42,49,48,1,0.98,15337.49,card,0,0,0,0,0
T909722,C105505,loyal,4500.0,card,card_declined,2026-08-11 20:43:15.603409,18,0,0,15.28,53,46,7,0.868,45027.32,upi,0,5,4,1,0
T909723,C102767,casual,100.0,card,bank_timeout,2026-08-15 04:35:34.311011,3,1,1,7.41,178,112,66,0.629,3168.73,card,1,16,10,0,1
T909724,C100813,high_value,15339.0,upi,bank_timeout,2026-08-16 06:00:27.454637,22,0,1,5.99,14,12,2,0.857,275180.55,netbanking,0,0,0,0,0
T909725,C107715,loyal,1929.0,upi,network_error,2026-08-16 08:39:21.983814,4,0,0,3.34,56,41,15,0.732,49460.87,netbanking,0,6,3,0,1
T909726,C106685,casual,299.0,card,bank_timeout,2026-08-20 07:39:52.568873,10,2,0,4.34,7,5,2,0.714,6391.69,card,1,0,0,0,1
T909727,C104285,new,309.0,upi,insufficient_funds,2026-08-18 08:11:28.266386,18,4,1,3.81,32,18,14,0.562,2723.07,upi,1,4,2,0,0
T909728,C101415,casual,860.0,netbanking,bank_timeout,2026-08-19 11:55:45.558076,7,6,0,0.07,88,67,21,0.761,8550.45,card,0,13,9,0,0
T909729,C107690,new,100.0,netbanking,gateway_error,2026-08-19 05:40:41.007969,20,0,0,6.32,133,76,57,0.571,1194.96,upi,0,25,14,0,1
T909730,C102431,casual,100.0,upi,gateway_error,2026-08-20 09:01:32.829983,3,3,0,2.97,52,35,17,0.673,1319.55,upi,1,7,3,0,0
T909731,C107128,new,199.0,upi,gateway_error,2026-08-15 08:21:28.964759,22,3,0,3.64,15,6,9,0.4,674.56,netbanking,0,4,1,0,0
T909732,C101705,casual,420.0,card,bank_timeout,2026-08-16 10:15:38.245735,12,1,0,1.74,96,63,33,0.656,9561.6,upi,0,16,10,0,1
T909733,C102227,casual,580.0,upi,network_error,2026-08-15 10:01:33.382810,16,0,1,1.97,139,102,37,0.734,12148.03,upi,1,18,13,0,1
T909734,C102592,casual,270.0,upi,insufficient_funds,2026-08-15 10:18:46.969555,22,3,0,1.69,19,13,6,0.684,10523.39,card,0,6,3,0,1
T909735,C103149,loyal,2309.0,upi,insufficient_funds,2026-08-17 04:48:09.249910,19,0,0,7.2,5,4,1,0.8,46499.23,netbanking,0,0,0,0,0
T909736,C107263,casual,210.0,netbanking,network_error,2026-08-12 09:06:32.421320,5,3,0,2.89,48,34,14,0.708,5758.54,upi,0,14,10,0,0
T909737,C107462,loyal,1110.0,netbanking,network_error,2026-08-14 11:10:53.997073,5,4,1,0.82,17,15,2,0.882,39818.6,upi,0,2,1,0,0
T909738,C100598,casual,429.0,upi,network_error,2026-08-19 03:36:55.899729,0,3,0,8.38,35,24,11,0.686,3009.86,upi,1,2,1,0,1
T909739,C106740,high_value,2200.0,card,insufficient_funds,2026-08-20 06:55:42.977376,8,0,0,5.07,1,0,1,0.0,68280.75,netbanking,0,1,0,0,0
T909740,C103014,new,239.0,upi,bank_timeout,2026-08-19 07:51:01.601976,11,3,0,4.15,31,18,13,0.581,1690.87,upi,1,7,4,1,0
T909741,C104782,high_value,3970.0,upi,network_error,2026-08-20 17:14:56.971190,20,6,0,18.75,14,13,1,0.929,55544.28,card,0,0,0,0,0
T909742,C101209,new,100.0,upi,gateway_error,2026-08-17 05:34:15.144838,4,5,0,6.43,86,45,41,0.523,219.18,upi,1,15,8,0,0
T909743,C100903,loyal,1770.0,upi,gateway_error,2026-08-16 00:39:45.011497,6,2,0,11.34,31,23,8,0.742,28392.9,netbanking,0,8,6,0,1
T909744,C103659,casual,430.0,card,bank_timeout,2026-08-12 03:10:34.593928,1,5,0,8.82,88,62,26,0.705,13473.87,card,1,18,14,0,1
T909745,C105553,new,100.0,netbanking,gateway_error,2026-08-20 07:30:51.242934,13,0,0,4.49,24,10,14,0.417,358.69,upi,0,9,5,0,0
T909746,C107336,new,100.0,card,otp_failure,2026-08-17 09:45:23.672324,18,6,0,2.24,72,30,42,0.417,1438.17,upi,0,20,8,1,0
T909747,C107887,new,100.0,upi,otp_failure,2026-08-20 09:55:41.924377,0,0,0,2.07,24,13,11,0.542,1750.93,upi,1,6,2,0,1
T909748,C106626,new,199.0,card,insufficient_funds,2026-08-12 06:13:38.812606,12,2,0,5.77,47,27,20,0.574,2567.61,upi,0,13,7,0,0
T909749,C106571,casual,239.0,card,card_declined,2026-08-18 08:44:09.430100,6,1,0,3.26,63,39,24,0.619,3448.81,card,1,11,6,0,0
T909750,C100950,new,199.0,wallet,insufficient_funds,2026-08-12 08:07:36.834698,15,1,0,3.87,6,3,3,0.5,2714.17,upi,0,1,0,0,0
T909751,C103283,new,100.0,upi,otp_failure,2026-08-20 06:09:51.554474,16,4,0,5.84,3,1,2,0.333,1175.61,upi,1,1,0,0,0
T909752,C105655,loyal,1349.0,upi,gateway_error,2026-08-20 10:28:15.620871,6,2,0,1.53,28,25,3,0.893,46068.29,card,0,3,2,0,0
T909753,C104089,new,100.0,upi,insufficient_funds,2026-08-14 06:20:15.092181,12,2,0,5.66,35,21,14,0.6,498.08,card,0,12,7,0,0
T909754,C101745,new,149.0,netbanking,bank_timeout,2026-08-20 08:22:46.841826,2,4,0,3.62,176,88,88,0.5,2620.41,card,0,25,13,0,0
T909755,C101600,casual,149.0,upi,network_error,2026-08-12 03:53:44.692591,1,4,0,8.1,24,16,8,0.667,2060.58,card,0,6,5,0,0
T909756,C104288,casual,169.0,upi,insufficient_funds,2026-08-16 07:53:50.349236,20,3,0,4.1,45,28,17,0.622,3345.98,upi,1,10,7,0,0
T909757,C107001,new,229.0,upi,otp_failure,2026-08-16 05:49:43.058667,22,5,0,6.17,19,9,10,0.474,2282.68,upi,1,4,2,0,0
T909758,C102160,loyal,6340.0,upi,insufficient_funds,2026-08-14 07:48:03.696774,9,1,0,4.2,26,20,6,0.769,57025.39,upi,1,6,5,0,0
T909759,C102138,new,100.0,card,network_error,2026-08-16 11:27:19.626393,23,4,0,0.54,53,25,28,0.472,293.36,upi,0,18,8,0,1
T909760,C107580,casual,309.0,card,card_declined,2026-08-14 09:37:27.075694,14,1,0,2.38,2,1,1,0.5,9825.44,upi,0,0,0,0,0
T909761,C102152,casual,859.0,upi,insufficient_funds,2026-08-13 07:28:32.337606,20,3,0,4.52,154,108,46,0.701,7278.86,netbanking,0,22,13,0,0
T909762,C100685,casual,300.0,upi,otp_failure,2026-08-19 09:14:24.892102,2,3,0,2.76,102,66,36,0.647,9243.07,upi,1,20,14,0,1
T909763,C103114,loyal,990.0,wallet,network_error,2026-08-14 10:42:47.333659,14,5,0,1.29,36,28,8,0.778,35686.17,wallet,1,5,3,0,1
T909764,C105698,new,199.0,upi,otp_failure,2026-08-13 01:35:19.900510,21,0,0,10.41,43,23,20,0.535,2304.6,card,0,10,5,0,1
T909765,C107942,new,100.0,netbanking,otp_failure,2026-08-17 03:53:40.164387,11,0,0,32.11,51,29,22,0.569,2675.95,netbanking,1,14,9,0,0
T909766,C102759,new,189.0,upi,bank_timeout,2026-08-21 10:53:57.895151,8,1,0,1.1,14,6,8,0.429,2546.14,upi,1,5,2,0,0
T909767,C100089,new,149.0,upi,insufficient_funds,2026-08-21 03:23:39.752992,1,4,0,8.61,93,40,53,0.43,1928.21,card,0,23,14,0,0
T909768,C102858,new,149.0,upi,network_error,2026-08-13 10:04:56.061521,22,5,0,1.92,46,21,25,0.457,1485.44,netbanking,0,18,8,1,0
T909769,C104380,casual,770.0,wallet,bank_timeout,2026-08-16 06:39:42.992499,6,6,1,5.34,70,53,17,0.757,10846.6,card,0,8,5,0,1
T909770,C101764,casual,1090.0,netbanking,insufficient_funds,2026-08-20 03:34:06.586302,15,6,0,8.43,43,33,10,0.767,10905.29,card,0,5,4,0,0
T909771,C105004,new,149.0,netbanking,gateway_error,2026-08-15 11:29:29.333787,10,6,0,0.51,139,70,69,0.504,1534.89,card,0,19,8,0,1
T909772,C101423,new,170.0,upi,network_error,2026-08-17 08:12:52.226422,7,4,0,3.79,60,28,32,0.467,1984.67,netbanking,0,24,8,0,0
T909773,C107762,new,100.0,card,otp_failure,2026-08-20 20:06:56.874488,20,3,0,15.88,16,9,7,0.562,1680.28,upi,0,9,6,0,1
T909774,C101205,new,100.0,upi,network_error,2026-08-15 07:14:36.531520,2,2,0,4.76,30,18,12,0.6,1418.21,upi,1,5,2,0,0
T909775,C105793,new,100.0,upi,otp_failure,2026-08-20 07:48:21.377009,4,0,0,4.19,146,71,75,0.486,1494.62,netbanking,0,15,4,0,0
T909776,C105954,loyal,2509.0,card,card_declined,2026-08-15 09:12:58.981565,13,4,0,2.78,26,19,7,0.731,53103.3,upi,0,4,3,0,1
T909777,C104343,casual,590.0,card,bank_timeout,2026-08-18 08:42:12.492626,6,6,1,3.3,21,15,6,0.714,14638.7,card,1,2,1,0,0
T909778,C102076,loyal,460.0,upi,network_error,2026-08-15 23:17:59.318432,14,3,0,12.7,16,14,2,0.875,16621.34,upi,1,0,0,0,0
T909779,C103146,casual,180.0,upi,gateway_error,2026-08-15 09:56:23.624015,5,6,0,2.06,64,39,25,0.609,5182.44,upi,1,17,10,1,0
T909780,C105974,loyal,1180.0,netbanking,bank_timeout,2026-08-20 10:56:55.819286,10,6,0,1.05,123,115,8,0.935,40226.28,card,0,7,6,0,1
T909781,C103060,new,100.0,card,network_error,2026-08-12 11:39:49.066591,3,3,0,0.34,32,21,11,0.656,1534.14,upi,0,7,4,0,0
T909782,C103189,loyal,3540.0,card,card_declined,2026-08-13 06:34:01.429095,1,1,0,5.43,31,25,6,0.806,56569.84,upi,0,6,5,0,1
T909783,C104176,loyal,1300.0,card,network_error,2026-08-13 10:19:22.542269,14,2,0,1.68,21,15,6,0.714,28696.98,card,1,3,2,0,0
T909784,C105035,casual,480.0,upi,otp_failure,2026-08-20 07:55:33.621222,17,3,0,4.07,34,23,11,0.676,10590.67,card,0,3,2,0,1
T909785,C106486,new,100.0,upi,bank_timeout,2026-08-13 21:48:57.927374,2,0,0,14.18,54,28,26,0.519,116.22,card,0,10,5,0,1
T909786,C107214,new,219.0,card,insufficient_funds,2026-08-14 05:12:30.543315,14,6,1,6.79,8,4,4,0.5,2223.14,card,1,3,1,1,0
T909787,C100206,new,199.0,upi,otp_failure,2026-08-15 05:21:18.497256,5,1,0,6.64,45,24,21,0.533,1230.96,upi,1,10,6,0,1
T909788,C106297,casual,189.0,card,otp_failure,2026-08-16 08:16:45.390336,3,1,1,3.72,64,49,15,0.766,3610.81,upi,0,9,4,0,0
T909789,C105374,casual,509.0,card,bank_timeout,2026-08-20 10:31:07.442125,19,0,1,1.48,25,18,7,0.72,9421.5,netbanking,0,5,3,0,1
T909790,C107553,new,199.0,card,bank_timeout,2026-08-20 06:31:31.415088,10,1,0,5.47,105,61,44,0.581,781.65,card,1,23,12,0,0
T909791,C102761,casual,149.0,upi,otp_failure,2026-08-20 05:18:26.793057,19,0,0,6.69,35,25,10,0.714,2184.66,upi,1,3,2,0,0
T909792,C107322,casual,530.0,card,insufficient_funds,2026-08-12 10:21:23.279176,16,5,0,1.64,102,77,25,0.755,9527.51,upi,0,24,20,0,0
T909793,C100854,new,259.0,card,insufficient_funds,2026-08-12 21:18:14.543535,11,4,0,14.7,25,11,14,0.44,2327.7,card,1,8,4,0,0
T909794,C103089,casual,469.0,card,network_error,2026-08-19 08:43:46.603455,11,6,1,3.27,60,48,12,0.8,8138.48,upi,0,6,5,0,0
T909795,C103266,casual,100.0,upi,otp_failure,2026-08-16 02:45:31.920365,11,5,1,9.24,25,14,11,0.56,2465.06,card,0,8,5,0,0
T909796,C100448,casual,110.0,upi,bank_timeout,2026-08-14 22:24:47.008408,17,3,0,13.59,23,13,10,0.565,4229.56,upi,1,10,4,0,1
T909797,C102875,casual,410.0,card,card_declined,2026-08-15 06:22:17.034645,18,2,0,5.63,38,23,15,0.605,14791.89,netbanking,0,8,4,0,0
T909798,C102375,new,100.0,wallet,network_error,2026-08-12 05:56:31.708873,19,6,0,6.06,127,62,65,0.488,1026.52,netbanking,0,17,3,0,0
T909799,C106751,casual,450.0,card,otp_failure,2026-08-20 08:27:04.634273,14,4,0,3.55,29,22,7,0.759,10702.03,netbanking,0,4,2,1,0
T909800,C104250,casual,340.0,netbanking,network_error,2026-08-16 07:04:35.663997,21,1,0,4.92,22,14,8,0.636,8716.4,wallet,0,6,2,0,1
T909801,C100515,casual,549.0,card,otp_failure,2026-08-16 22:49:28.019516,19,1,0,13.18,19,15,4,0.789,13383.13,card,1,2,1,0,1
T909802,C103338,new,279.0,card,network_error,2026-08-13 08:02:43.704815,22,3,0,3.95,128,76,52,0.594,1977.59,upi,0,24,12,0,1
T909803,C102168,casual,730.0,wallet,bank_timeout,2026-08-17 03:25:33.459152,3,6,1,8.57,140,91,49,0.65,13860.04,upi,0,22,14,0,0
T909804,C101545,casual,149.0,upi,insufficient_funds,2026-08-19 00:12:13.420761,19,1,0,11.8,24,19,5,0.792,1495.69,netbanking,0,0,0,0,0
T909805,C103639,casual,660.0,card,insufficient_funds,2026-08-17 06:52:55.725125,2,1,0,5.12,22,19,3,0.864,8583.82,upi,0,5,4,0,0
T909806,C102492,loyal,2270.0,upi,network_error,2026-08-20 00:39:10.874534,23,1,0,11.35,92,78,14,0.848,31744.43,upi,1,4,3,0,1
T909807,C103670,high_value,15380.0,upi,gateway_error,2026-08-14 05:58:46.546515,3,2,0,6.02,10,7,3,0.7,399984.98,upi,1,4,2,0,0
T909808,C103487,new,100.0,upi,network_error,2026-08-12 11:21:15.796191,8,1,1,0.65,39,19,20,0.487,2472.79,card,0,17,8,1,0
T909809,C102018,loyal,2740.0,upi,network_error,2026-08-13 10:02:06.060044,22,5,1,1.96,32,24,8,0.75,54725.24,netbanking,0,8,4,0,0
T909810,C101466,loyal,1020.0,card,card_declined,2026-08-17 07:07:32.419397,3,2,0,4.87,27,25,2,0.926,36690.7,upi,0,3,2,0,0
T909811,C104988,new,100.0,netbanking,network_error,2026-08-14 09:44:19.327531,7,6,0,2.26,32,16,16,0.5,2500.13,upi,0,7,3,0,0
T909812,C105046,casual,489.0,upi,otp_failure,2026-08-14 13:56:17.446081,20,1,0,22.06,38,29,9,0.763,13571.99,upi,1,8,6,0,1
T909813,C101745,new,140.0,upi,bank_timeout,2026-08-16 07:20:13.272368,21,5,0,4.66,176,88,88,0.5,2620.41,card,0,25,13,0,1
T909814,C100879,casual,319.0,upi,network_error,2026-08-18 08:45:32.996269,8,6,0,3.24,37,27,10,0.73,8015.38,upi,1,6,4,0,1
T909815,C106149,loyal,520.0,card,bank_timeout,2026-08-16 11:26:34.066924,16,3,0,0.56,41,34,7,0.829,13063.12,upi,0,1,0,0,1
T909816,C106215,casual,279.0,upi,gateway_error,2026-08-17 08:58:10.845224,13,5,0,3.03,58,38,20,0.655,7491.47,card,0,13,7,0,1
T909817,C104268,loyal,1360.0,card,otp_failure,2026-08-16 21:13:02.152783,0,0,0,14.78,4,2,2,0.5,31263.57,upi,0,1,0,0,0
T909818,C104267,new,199.0,netbanking,gateway_error,2026-08-15 09:01:40.498967,11,5,0,2.97,43,25,18,0.581,2152.17,card,0,10,5,0,1
T909819,C101076,casual,1450.0,upi,otp_failure,2026-08-20 10:42:33.459304,22,0,0,1.29,64,54,10,0.844,14505.99,wallet,0,6,4,0,1
T909820,C106780,casual,519.0,netbanking,insufficient_funds,2026-08-19 00:24:01.142791,9,3,0,11.6,37,25,12,0.676,13188.83,wallet,0,8,5,0,0
T909821,C102823,new,199.0,upi,network_error,2026-08-20 11:24:42.131671,20,2,0,0.59,87,50,37,0.575,1972.17,netbanking,0,18,12,0,0
T909822,C101774,new,100.0,upi,network_error,2026-08-20 20:38:04.962558,5,0,1,15.37,46,26,20,0.565,1717.07,upi,1,9,4,0,0
T909823,C103300,casual,100.0,netbanking,network_error,2026-08-18 03:50:47.764544,15,4,0,8.15,31,23,8,0.742,3045.84,upi,0,2,1,0,1
T909824,C101108,casual,430.0,card,otp_failure,2026-08-18 04:45:44.578495,3,6,0,7.24,52,37,15,0.712,14141.74,upi,0,16,12,0,1
T909825,C102072,new,149.0,card,payment_link_expired,2026-08-14 06:49:55.050186,7,3,0,5.17,14,7,7,0.5,909.44,upi,0,3,1,0,0
T909826,C103140,casual,1289.0,wallet,network_error,2026-08-16 07:51:50.241984,21,3,0,4.14,63,47,16,0.746,14264.36,upi,0,14,9,0,1
T909827,C101745,new,229.0,upi,bank_timeout,2026-08-13 11:34:03.772866,19,3,0,0.43,176,88,88,0.5,2620.41,card,0,25,13,0,1
T909828,C102027,new,209.0,upi,otp_failure,2026-08-12 08:00:46.108505,19,6,0,3.99,77,50,27,0.649,2526.4,upi,1,15,10,0,1
T909829,C103839,casual,769.0,upi,network_error,2026-08-11 21:49:50.129504,15,5,0,14.17,30,23,7,0.767,10773.43,upi,1,8,6,0,0
T909830,C105681,new,100.0,upi,insufficient_funds,2026-08-16 10:31:46.469208,0,4,0,1.47,118,72,46,0.61,610.13,upi,1,17,7,0,0
T909831,C103646,new,149.0,upi,bank_timeout,2026-08-13 03:22:08.055985,14,5,0,8.63,115,66,49,0.574,1111.96,card,0,23,14,0,0
T909832,C107934,high_value,22879.0,wallet,bank_timeout,2026-08-14 06:46:50.809632,15,3,0,5.22,23,22,1,0.957,250630.54,netbanking,0,0,0,0,1
T909833,C100685,casual,580.0,card,insufficient_funds,2026-08-13 08:07:37.969133,17,1,1,3.87,102,66,36,0.647,9243.07,upi,0,20,14,0,0
T909834,C103977,high_value,6880.0,upi,network_error,2026-08-20 11:45:03.580891,20,0,0,0.25,35,30,5,0.857,240751.99,upi,1,2,1,0,1
T909835,C103104,casual,240.0,upi,otp_failure,2026-08-20 00:14:24.907951,6,6,1,11.76,105,90,15,0.857,4036.39,upi,1,7,6,0,0
T909836,C101512,casual,180.0,upi,insufficient_funds,2026-08-15 07:17:18.405149,5,3,0,4.71,83,60,23,0.723,6379.0,card,0,14,12,0,0
T909837,C100180,loyal,2289.0,upi,insufficient_funds,2026-08-14 03:45:42.931039,23,5,0,8.24,120,96,24,0.8,38000.28,netbanking,0,18,14,0,1
T909838,C100121,loyal,3250.0,card,network_error,2026-08-18 11:29:08.179532,23,5,0,0.51,85,66,19,0.776,38955.15,upi,0,13,11,0,1
T909839,C105591,new,100.0,card,otp_failure,2026-08-13 06:09:50.155154,5,0,0,5.84,24,12,12,0.5,1893.5,upi,0,13,7,0,1
T909840,C104717,new,149.0,upi,insufficient_funds,2026-08-19 10:47:14.304887,21,5,0,1.21,111,46,65,0.414,1902.79,card,0,20,6,0,0
T909841,C104967,casual,380.0,card,bank_timeout,2026-08-12 22:05:53.896940,2,1,0,13.9,27,22,5,0.815,14620.55,upi,0,5,4,0,0
T909842,C102045,casual,630.0,card,insufficient_funds,2026-08-12 11:50:22.459139,19,5,0,0.16,44,35,9,0.795,13967.66,netbanking,0,7,4,0,0
T909843,C104717,new,100.0,upi,otp_failure,2026-08-12 08:58:26.695083,9,4,1,3.03,111,46,65,0.414,1902.79,card,0,20,6,0,0
T909844,C102542,high_value,9970.0,netbanking,network_error,2026-08-12 09:51:27.152436,20,5,1,2.14,45,36,9,0.8,129566.01,upi,0,9,8,0,0
T909845,C107498,casual,469.0,upi,network_error,2026-08-12 07:41:01.682597,11,0,0,4.32,40,30,10,0.75,5624.87,netbanking,0,10,8,0,1
T909846,C100209,new,100.0,card,insufficient_funds,2026-08-17 01:09:06.830882,20,1,0,10.85,35,15,20,0.429,1667.36,upi,0,7,3,0,0
T909847,C107762,new,199.0,upi,insufficient_funds,2026-08-19 10:09:02.373042,14,6,0,1.85,16,9,7,0.562,1680.28,upi,1,9,6,0,0
T909848,C107829,new,149.0,wallet,insufficient_funds,2026-08-16 06:32:27.218287,8,0,0,5.46,12,5,7,0.417,964.48,upi,0,4,2,0,0
T909849,C107710,loyal,540.0,upi,network_error,2026-08-18 11:39:45.113379,22,3,0,0.34,19,13,6,0.684,20961.85,card,0,2,1,0,1
T909850,C106889,new,120.0,upi,network_error,2026-08-18 04:30:02.862680,2,4,0,7.5,29,13,16,0.448,2133.97,upi,1,14,6,0,0
T909851,C102743,new,100.0,wallet,gateway_error,2026-08-19 21:27:39.448567,10,3,1,14.54,50,29,21,0.58,464.6,upi,0,10,6,0,0
T909852,C107121,casual,319.0,upi,gateway_error,2026-08-12 10:22:13.746799,23,6,0,1.63,106,81,25,0.764,10603.18,card,0,14,8,0,0
T909853,C101951,casual,800.0,upi,gateway_error,2026-08-14 03:22:38.153758,16,4,0,8.62,91,76,15,0.835,11167.3,card,0,6,5,0,0
T909854,C102632,high_value,2220.0,upi,network_error,2026-08-21 07:30:57.878151,18,6,0,4.48,34,30,4,0.882,57752.27,wallet,0,2,1,0,0
T909855,C107956,loyal,1500.0,upi,insufficient_funds,2026-08-15 07:29:11.072276,22,6,0,4.51,47,43,4,0.915,32924.59,upi,1,1,0,0,1
T909856,C101872,new,149.0,netbanking,network_error,2026-08-16 10:54:36.872203,19,3,1,1.09,41,24,17,0.585,1620.15,upi,0,11,5,0,0
T909857,C102374,casual,509.0,upi,bank_timeout,2026-08-15 09:05:08.624967,22,3,0,2.91,27,16,11,0.593,10970.64,wallet,0,9,4,0,0
T909858,C106157,loyal,1180.0,card,card_declined,2026-08-15 11:24:15.494446,17,4,0,0.6,27,20,7,0.741,25858.03,upi,0,5,3,0,0
T909859,C106389,new,100.0,upi,gateway_error,2026-08-14 04:09:38.445140,13,6,0,7.84,30,16,14,0.533,1882.15,upi,1,9,5,0,0
T909860,C102653,casual,819.0,card,insufficient_funds,2026-08-20 09:46:45.732316,19,6,0,2.22,12,9,3,0.75,12317.36,upi,0,2,1,0,0
T909861,C106579,new,100.0,netbanking,network_error,2026-08-21 06:01:02.395405,11,3,0,5.98,26,15,11,0.577,1487.01,netbanking,1,9,4,0,1
T909862,C104286,casual,490.0,card,card_declined,2026-08-19 17:01:12.026264,20,1,0,18.98,128,87,41,0.68,4433.21,netbanking,0,19,13,0,0
T909863,C105132,casual,1309.0,card,insufficient_funds,2026-08-18 06:17:57.954370,20,3,0,5.7,85,53,32,0.624,14548.67,upi,0,24,11,0,0
T909864,C107050,new,100.0,wallet,insufficient_funds,2026-08-12 08:10:45.266532,17,3,0,3.82,38,19,19,0.5,773.66,card,0,8,2,0,0
T909865,C103269,casual,199.0,upi,otp_failure,2026-08-12 04:39:03.666309,19,3,1,7.35,38,29,9,0.763,3222.54,wallet,0,3,2,0,1
T909866,C101050,new,199.0,card,insufficient_funds,2026-08-19 02:53:37.221477,20,4,0,9.11,91,40,51,0.44,654.7,netbanking,0,20,8,1,0
T909867,C106924,casual,760.0,netbanking,insufficient_funds,2026-08-20 06:56:07.819298,11,5,1,5.06,13,8,5,0.615,12852.1,upi,0,1,0,0,0
T909868,C104558,casual,560.0,card,card_declined,2026-08-18 09:16:15.372844,14,0,1,2.73,32,27,5,0.844,7325.64,netbanking,0,1,0,0,0
T909869,C107543,loyal,2240.0,netbanking,bank_timeout,2026-08-16 20:06:26.280207,2,4,1,15.89,173,132,41,0.763,40325.16,upi,0,21,17,0,1
T909870,C104795,casual,999.0,netbanking,network_error,2026-08-12 11:33:16.779971,7,4,0,0.45,21,12,9,0.571,13457.64,card,0,8,5,0,1
T909871,C100760,casual,540.0,card,card_declined,2026-08-12 09:50:19.253064,19,6,0,2.16,26,19,7,0.731,12904.4,netbanking,0,4,3,0,1
T909872,C102402,new,100.0,upi,bank_timeout,2026-08-14 10:28:15.306345,10,1,0,1.53,83,43,40,0.518,2433.05,card,0,21,9,0,1
T909873,C106277,casual,619.0,upi,insufficient_funds,2026-08-21 09:58:39.135712,4,5,0,2.02,30,20,10,0.667,4131.11,upi,1,1,0,0,0
T909874,C102245,new,100.0,card,card_declined,2026-08-17 07:58:34.228696,23,0,1,4.02,53,21,32,0.396,2198.64,upi,0,15,5,0,0
T909875,C106673,loyal,739.0,upi,network_error,2026-08-20 08:24:53.701395,14,5,1,3.59,23,19,4,0.826,14612.92,wallet,0,4,3,0,1
T909876,C107348,casual,280.0,card,gateway_error,2026-08-15 05:15:44.056999,11,2,0,6.74,83,54,29,0.651,6141.53,card,1,17,12,0,1
T909877,C103401,casual,360.0,upi,network_error,2026-08-18 07:09:31.239142,4,3,0,4.84,31,23,8,0.742,8663.59,card,0,1,0,0,0
T909878,C106544,new,100.0,netbanking,bank_timeout,2026-08-21 10:46:00.938039,16,0,0,1.23,26,13,13,0.5,2209.64,upi,0,5,1,0,0
T909879,C101901,new,110.0,card,payment_link_expired,2026-08-19 10:53:18.445344,11,0,1,1.11,34,15,19,0.441,2499.45,netbanking,0,7,4,0,0
T909880,C103240,casual,239.0,upi,gateway_error,2026-08-14 05:56:51.787312,9,3,0,6.05,14,9,5,0.643,6352.58,card,0,1,0,0,1
T909881,C106031,loyal,1390.0,upi,insufficient_funds,2026-08-20 11:37:58.995759,21,4,0,0.37,23,19,4,0.826,27770.18,card,0,5,3,0,0
T909882,C101383,new,199.0,netbanking,bank_timeout,2026-08-21 06:56:44.919282,10,2,0,5.05,42,22,20,0.524,2182.76,netbanking,1,14,9,1,0
T909883,C102594,high_value,7209.0,upi,bank_timeout,2026-08-21 09:11:30.860123,6,3,0,2.81,21,20,1,0.952,256057.15,wallet,0,1,0,0,1
