customer_id,segment,tenure_days,total_transactions,successful_transactions,failed_transactions,success_rate,lifetime_value,preferred_method,prior_recovery_attempts,prior_recovery_successes,opted_out
C101565,new,409,21,12,9,0.571,2230.0,card,10,5,0
C101566,loyal,871,51,43,8,0.843,10504.65,upi,2,1,0
C101567,new,543,31,15,16,0.484,354.91,upi,13,7,0
C101568,new,818,28,13,15,0.464,298.81,upi,10,6,0
C101569,loyal,886,46,38,8,0.826,16083.36,upi,3,2,0
C101570,new,72,3,1,2,0.333,1360.35,wallet,2,1,0
C101571,new,326,25,13,12,0.52,842.05,upi,8,3,0
C101572,casual,660,38,22,16,0.579,12000.15,card,10,6,0
C101573,loyal,732,33,30,3,0.909,51951.96,wallet,2,1,1
C101574,casual,134,5,3,2,0.6,13949.15,upi,3,1,0
C101575,new,287,11,6,5,0.545,588.19,card,2,0,0
C101576,high_value,493,23,22,1,0.957,225998.09,netbanking,0,0,0
C101577,loyal,719,29,25,4,0.862,12434.89,card,2,1,0
C101578,loyal,102,20,18,2,0.9,21995.41,upi,0,0,0
C101579,loyal,541,49,34,15,0.694,40753.87,card,6,4,0
C101580,loyal,267,24,19,5,0.792,31119.62,netbanking,3,2,0
C101581,casual,195,9,7,2,0.778,10669.79,card,1,0,0
C101582,casual,464,20,15,5,0.75,12749.18,card,6,4,0
C101583,loyal,373,46,45,1,0.978,12976.76,card,2,1,0
C101584,loyal,572,63,62,1,0.984,56930.65,card,0,0,0
C101585,high_value,286,16,15,1,0.938,64841.17,upi,1,0,0
C101586,casual,741,25,17,8,0.68,14743.36,netbanking,2,1,0
C101587,casual,71,14,9,5,0.643,9926.84,upi,1,0,0
C101588,casual,775,29,19,10,0.655,1606.2,netbanking,4,2,0
C101589,loyal,27,3,2,1,0.667,29681.44,upi,1,0,0
C101590,casual,662,60,40,20,0.667,4614.92,card,19,11,0
C101591,loyal,312,15,11,4,0.733,49928.62,netbanking,6,5,0
C101592,casual,345,15,11,4,0.733,4156.37,card,4,3,0
C101593,new,18,1,0,1,0.0,2478.64,upi,3,2,0
C101594,casual,632,126,100,26,0.794,5372.78,card,20,15,0
C101595,loyal,149,24,20,4,0.833,59457.18,upi,2,1,0
C101596,high_value,593,37,36,1,0.973,144643.19,upi,0,0,0
C101597,casual,652,36,26,10,0.722,10589.45,upi,5,3,0
C101598,casual,760,69,49,20,0.71,12202.71,wallet,9,7,1
C101599,casual,637,31,22,9,0.71,4030.43,wallet,6,3,0
C101600,casual,272,24,16,8,0.667,2060.58,card,6,5,0
C101601,new,664,23,13,10,0.565,1653.74,card,5,2,0
C101602,high_value,743,82,77,5,0.939,286977.67,upi,3,2,0
C101603,high_value,286,13,11,2,0.846,336046.66,upi,1,0,0
C101604,casual,112,6,3,3,0.5,4818.7,card,0,0,0
C101605,casual,801,114,84,30,0.737,13212.0,card,24,21,0
C101606,new,133,6,3,3,0.5,2747.3,card,2,1,0
C101607,casual,534,66,45,21,0.682,11908.62,upi,10,6,0
C101608,casual,213,11,6,5,0.545,1106.36,upi,1,0,0
C101609,loyal,114,5,4,1,0.8,14360.82,upi,1,0,0
C101610,new,698,116,73,43,0.629,2993.21,card,18,14,0
C101611,loyal,130,13,9,4,0.692,46697.43,upi,4,2,0
C101612,casual,603,50,41,9,0.82,9775.08,upi,5,4,1
C101613,loyal,624,22,18,4,0.818,55068.1,card,1,0,0
C101614,loyal,55,5,4,1,0.8,11982.07,upi,1,0,0
C101615,new,156,5,3,2,0.6,2272.13,upi,1,0,0
C101616,casual,715,39,33,6,0.846,10165.49,card,4,2,0
C101617,loyal,457,16,15,1,0.938,52411.04,upi,0,0,1
C101618,loyal,110,4,3,1,0.75,48895.21,card,0,0,0
C101619,new,892,74,32,42,0.432,1454.79,wallet,16,4,0
C101620,casual,239,13,7,6,0.538,1993.56,upi,1,0,0
C101621,casual,4,1,0,1,0.0,13731.62,upi,3,2,0
C101622,loyal,831,138,133,5,0.964,48175.11,card,5,4,0
C101623,loyal,15,1,0,1,0.0,27819.8,card,0,0,1
C101624,new,498,31,16,15,0.516,2951.78,wallet,10,6,0
C101625,loyal,893,178,145,33,0.815,25555.41,upi,26,22,0
C101626,loyal,520,20,16,4,0.8,28528.03,netbanking,3,2,0
C101627,loyal,526,47,44,3,0.936,58733.78,upi,1,0,0
C101628,new,349,13,7,6,0.538,2004.33,upi,4,1,0
C101629,casual,115,11,7,4,0.636,13308.73,upi,2,1,0
C101630,casual,515,28,26,2,0.929,13428.56,upi,1,0,0
C101631,new,807,57,24,33,0.421,1609.35,upi,18,6,0
C101632,casual,82,3,2,1,0.667,4737.54,upi,1,0,0
C101633,new,792,28,13,15,0.464,2542.34,upi,6,3,0
C101634,new,374,15,8,7,0.533,1505.66,card,6,1,1
C101635,loyal,483,18,15,3,0.833,38217.55,upi,3,2,0
C101636,casual,149,6,4,2,0.667,8579.15,upi,1,0,1
C101637,loyal,559,46,38,8,0.826,10479.4,upi,7,6,0
C101638,new,164,5,2,3,0.4,137.61,card,4,2,0
C101639,casual,246,13,9,4,0.692,9629.38,wallet,2,0,0
C101640,casual,649,49,31,18,0.633,12122.12,upi,12,5,0
C101641,loyal,46,5,4,1,0.8,32851.93,wallet,1,0,0
C101642,loyal,403,18,15,3,0.833,19520.41,card,0,0,0
C101643,casual,535,48,36,12,0.75,6692.9,netbanking,3,2,0
C101644,loyal,119,5,4,1,0.8,48416.18,card,0,0,0
C101645,new,265,44,23,21,0.523,325.86,upi,9,4,0
C101646,casual,309,15,12,3,0.8,8842.78,card,2,1,0
C101647,new,597,28,17,11,0.607,2106.64,card,5,3,0
C101648,casual,879,48,39,9,0.812,6821.66,netbanking,7,6,0
C101649,new,752,35,20,15,0.571,1803.79,netbanking,10,4,0
C101650,high_value,171,5,4,1,0.8,359216.93,card,0,0,1
C101651,casual,17,1,0,1,0.0,3979.39,card,0,0,0
C101652,casual,47,3,2,1,0.667,2891.16,upi,0,0,0
C101653,casual,536,20,16,4,0.8,1851.88,card,5,4,0
C101654,casual,141,5,3,2,0.6,11166.98,card,2,1,0
C101655,new,208,23,12,11,0.522,2701.59,card,3,1,0
C101656,high_value,762,58,49,9,0.845,291637.77,upi,2,1,0
C101657,loyal,786,34,28,6,0.824,58822.64,wallet,1,0,0
C101658,new,755,44,21,23,0.477,2124.33,upi,13,5,0
C101659,loyal,229,28,27,1,0.964,24424.74,upi,1,0,0
C101660,casual,558,34,26,8,0.765,4578.25,upi,4,2,1
C101661,new,550,39,19,20,0.487,2000.01,upi,3,1,0
C101662,casual,167,7,4,3,0.571,10461.36,upi,2,1,0
C101663,new,498,29,14,15,0.483,1571.44,upi,11,5,0
C101664,new,473,59,29,30,0.492,1580.67,upi,18,7,1
C101665,loyal,357,59,49,10,0.831,30832.07,upi,2,1,1
C101666,casual,676,56,45,11,0.804,5898.89,upi,6,4,0
C101667,high_value,610,76,64,12,0.842,271918.38,wallet,3,2,0
C101668,loyal,479,18,17,1,0.944,47375.86,card,0,0,0
C101669,loyal,653,59,46,13,0.78,50670.29,upi,8,7,0
C101670,loyal,687,34,25,9,0.735,25391.84,card,6,4,0
C101671,loyal,510,63,62,1,0.984,52886.71,card,0,0,0
C101672,casual,241,15,12,3,0.8,5238.39,card,3,2,0
C101673,casual,682,24,16,8,0.667,5268.3,upi,2,1,0
C101674,casual,646,30,22,8,0.733,12284.03,card,4,2,0
C101675,high_value,885,73,70,3,0.959,389281.4,upi,2,1,1
C101676,new,135,5,2,3,0.4,2796.68,upi,1,0,0
C101677,casual,377,22,13,9,0.591,2555.11,wallet,6,4,0
C101678,loyal,831,83,54,29,0.651,24423.83,upi,21,10,1
C101679,casual,463,15,9,6,0.6,11638.55,upi,4,2,0
C101680,loyal,848,30,29,1,0.967,50312.18,upi,2,1,0
C101681,casual,12,1,0,1,0.0,8059.73,card,2,1,1
C101682,new,32,6,3,3,0.5,48.31,upi,1,0,0
C101683,casual,716,47,30,17,0.638,8025.87,upi,17,10,0
C101684,casual,323,19,14,5,0.737,1436.06,upi,4,2,0
C101685,new,468,16,9,7,0.562,844.19,upi,2,1,0
C101686,new,385,16,9,7,0.562,1970.58,upi,3,1,0
C101687,new,367,36,12,24,0.333,403.81,upi,9,2,0
C101688,loyal,845,49,48,1,0.98,45624.48,upi,2,1,0
C101689,high_value,85,9,8,1,0.889,267485.18,upi,0,0,0
C101690,casual,695,43,30,13,0.698,7015.72,wallet,6,3,0
C101691,new,800,44,21,23,0.477,1116.47,card,15,6,0
C101692,casual,592,34,27,7,0.794,13805.33,upi,2,1,0
C101693,loyal,356,23,20,3,0.87,37658.53,upi,1,0,0
C101694,loyal,144,9,7,2,0.778,54444.98,card,2,1,0
C101695,casual,614,25,18,7,0.72,6774.19,card,8,5,0
C101696,new,422,24,12,12,0.5,1783.92,upi,9,4,0
C101697,high_value,135,22,21,1,0.955,384113.05,upi,0,0,0
C101698,loyal,324,14,12,2,0.857,16204.3,card,2,1,0
C101699,new,865,43,24,19,0.558,788.34,upi,12,6,0
C101700,loyal,239,10,8,2,0.8,55834.7,upi,3,2,0
C101701,new,161,7,4,3,0.571,1266.01,upi,0,0,0
C101702,new,614,68,28,40,0.412,816.11,card,16,5,0
C101703,loyal,180,6,4,2,0.667,59866.99,upi,1,0,0
C101704,casual,827,28,20,8,0.714,2430.93,upi,6,4,0
C101705,casual,773,96,63,33,0.656,9561.6,upi,16,10,0
C101706,high_value,885,88,79,9,0.898,325826.09,card,3,2,0
C101707,loyal,821,74,71,3,0.959,49336.95,card,1,0,0
C101708,new,220,7,3,4,0.429,1325.53,card,2,1,0
C101709,loyal,191,6,4,2,0.667,12198.05,card,1,0,0
C101710,loyal,309,28,23,5,0.821,52051.35,upi,1,0,0
C101711,casual,423,21,15,6,0.714,12238.32,upi,2,1,0
C101712,high_value,792,72,67,5,0.931,133083.26,wallet,3,2,0
C101713,loyal,660,132,119,13,0.902,27026.37,netbanking,14,13,1
C101714,new,580,58,34,24,0.586,1537.78,upi,14,10,0
C101715,new,790,131,70,61,0.534,342.43,card,20,8,0
C101716,loyal,581,22,16,6,0.727,51028.23,upi,5,3,0
C101717,high_value,341,14,12,2,0.857,372734.99,upi,3,2,0
C101718,new,372,41,20,21,0.488,924.58,upi,13,5,0
C101719,new,465,24,12,12,0.5,2772.09,card,8,5,0
C101720,loyal,80,8,7,1,0.875,50043.48,netbanking,0,0,0
C101721,new,667,35,20,15,0.571,2183.48,card,6,3,0
C101722,new,587,21,12,9,0.571,2907.46,card,9,3,0
C101723,high_value,658,25,22,3,0.88,163627.56,upi,2,1,0
C101724,loyal,481,19,18,1,0.947,55782.14,wallet,1,0,0
C101725,high_value,704,64,62,2,0.969,84441.26,upi,2,1,0
C101726,loyal,854,94,81,13,0.862,33900.71,wallet,4,3,0
C101727,casual,513,57,43,14,0.754,8728.16,upi,10,7,0
C101728,high_value,400,50,43,7,0.86,92983.72,upi,6,5,0
C101729,casual,95,4,2,2,0.5,11322.96,card,2,1,0
C101730,casual,701,33,22,11,0.667,7652.51,upi,6,2,0
C101731,high_value,813,30,29,1,0.967,209439.15,upi,0,0,1
C101732,loyal,629,89,77,12,0.865,39071.98,card,8,6,0
C101733,high_value,779,70,64,6,0.914,97149.09,card,1,0,0
C101734,new,775,33,15,18,0.455,600.08,upi,9,3,0
C101735,high_value,718,32,24,8,0.75,113239.55,card,2,1,0
C101736,loyal,453,30,29,1,0.967,57596.63,card,0,0,0
C101737,loyal,90,11,9,2,0.818,48659.49,upi,2,1,1
C101738,high_value,3,1,0,1,0.0,235218.94,upi,0,0,0
C101739,casual,184,20,13,7,0.65,10232.37,card,6,4,0
C101740,loyal,388,21,20,1,0.952,42498.91,netbanking,0,0,0
C101741,loyal,669,24,22,2,0.917,23117.25,upi,0,0,0
C101742,loyal,410,45,35,10,0.778,14330.39,card,7,6,0
C101743,high_value,21,3,2,1,0.667,244228.57,upi,0,0,0
C101744,loyal,190,8,6,2,0.75,23152.12,card,0,0,0
C101745,new,881,176,88,88,0.5,2620.41,card,25,13,0
C101746,new,889,30,15,15,0.5,708.16,card,12,5,0
C101747,high_value,340,14,12,2,0.857,250501.52,upi,1,0,0
C101748,high_value,724,48,39,9,0.812,197032.52,netbanking,3,2,0
C101749,high_value,647,46,45,1,0.978,310015.99,card,0,0,0
C101750,new,838,59,31,28,0.525,2852.24,card,12,6,0
C101751,casual,798,57,43,14,0.754,6761.99,upi,7,5,0
C101752,loyal,566,22,19,3,0.864,12217.73,upi,2,1,0
C101753,loyal,355,14,12,2,0.857,43071.57,upi,2,1,0
C101754,new,564,56,21,35,0.375,387.55,card,27,10,0
C101755,loyal,287,31,24,7,0.774,15225.08,upi,3,2,0
C101756,new,313,17,10,7,0.588,1984.67,upi,4,2,0
C101757,casual,548,26,16,10,0.615,2439.37,card,2,1,0
C101758,new,514,22,12,10,0.545,386.33,upi,6,2,0
C101759,new,523,43,18,25,0.419,1317.24,card,16,8,0
C101760,new,346,20,11,9,0.55,1356.98,upi,4,1,0
C101761,high_value,368,52,51,1,0.981,369800.01,upi,0,0,0
C101762,loyal,10,1,0,1,0.0,23806.71,upi,0,0,0
C101763,high_value,541,24,18,6,0.75,190327.29,card,3,2,0
C101764,casual,518,43,33,10,0.767,10905.29,card,5,4,0
C101765,casual,841,70,60,10,0.857,12578.28,upi,6,4,1
C101766,casual,454,28,26,2,0.929,5887.69,wallet,1,0,0
C101767,loyal,421,16,14,2,0.875,41553.87,upi,0,0,0
C101768,casual,61,3,1,2,0.333,9738.6,upi,1,0,0
C101769,loyal,177,6,5,1,0.833,25160.38,card,3,2,0
C101770,loyal,304,50,49,1,0.98,15931.06,card,1,0,0
C101771,loyal,340,13,10,3,0.769,44125.85,card,1,0,0
C101772,new,327,54,34,20,0.63,804.2,wallet,16,9,0
C101773,casual,355,27,17,10,0.63,5455.95,card,7,4,1
C101774,new,692,46,26,20,0.565,1717.07,upi,9,4,0
C101775,new,118,11,3,8,0.273,482.43,upi,4,1,0
C101776,loyal,299,10,7,3,0.7,22074.91,netbanking,1,0,0
C101777,casual,147,5,3,2,0.6,7245.1,upi,0,0,0
C101778,loyal,277,14,11,3,0.786,53924.16,upi,0,0,0
C101779,new,616,38,16,22,0.421,2316.77,netbanking,19,9,1
C101780,high_value,43,1,0,1,0.0,161158.9,card,0,0,0
C101781,high_value,306,13,12,1,0.923,155724.11,upi,0,0,0
C101782,casual,22,1,0,1,0.0,14822.83,card,1,0,1
C101783,loyal,859,34,29,5,0.853,42669.21,upi,3,2,0
C101784,new,654,72,43,29,0.597,2056.6,netbanking,30,22,0
C101785,loyal,219,19,15,4,0.789,12756.22,card,3,1,0
C101786,loyal,179,35,33,2,0.943,15248.63,card,2,1,0
C101787,loyal,89,12,9,3,0.75,24722.68,upi,1,0,0
C101788,loyal,426,47,46,1,0.979,52100.56,upi,0,0,0
C101789,casual,678,33,26,7,0.788,13749.37,upi,5,3,0
C101790,loyal,526,20,16,4,0.8,19551.47,card,3,2,0
C101791,loyal,793,41,34,7,0.829,45709.84,card,3,2,0
C101792,new,310,19,10,9,0.526,2622.41,netbanking,4,2,0
C101793,new,251,22,13,9,0.591,2636.7,upi,3,2,0
C101794,loyal,430,61,57,4,0.934,32940.36,upi,8,7,0
C101795,loyal,182,9,6,3,0.667,22938.92,card,2,1,0
C101796,casual,878,109,82,27,0.752,14387.98,card,14,9,0
C101797,high_value,168,7,5,2,0.714,146804.1,upi,0,0,0
C101798,loyal,431,28,23,5,0.821,22634.75,upi,5,4,1
C101799,casual,470,36,30,6,0.833,3879.56,upi,0,0,0
C101800,casual,52,10,6,4,0.6,8455.5,card,3,1,1
C101801,loyal,422,38,27,11,0.711,15359.22,netbanking,5,3,0
C101802,loyal,409,81,71,10,0.877,38534.38,netbanking,11,10,0
C101803,casual,234,10,8,2,0.8,14211.65,card,2,1,0
C101804,casual,116,6,4,2,0.667,8069.57,card,2,1,0
C101805,loyal,41,1,0,1,0.0,58267.38,card,1,0,0
C101806,loyal,8,1,0,1,0.0,55285.17,card,2,1,0
C101807,loyal,433,15,13,2,0.867,49615.08,upi,0,0,0
C101808,new,81,3,1,2,0.333,1824.17,upi,0,0,0
C101809,loyal,863,107,93,14,0.869,54033.89,netbanking,11,10,0
C101810,casual,221,31,22,9,0.71,8769.77,netbanking,7,4,0
C101811,new,587,21,10,11,0.476,621.6,card,5,2,0
C101812,loyal,606,55,54,1,0.982,56258.97,upi,0,0,0
C101813,loyal,446,18,16,2,0.889,35109.49,card,1,0,0
C101814,casual,795,39,31,8,0.795,13708.47,upi,3,2,0
C101815,loyal,100,4,3,1,0.75,29657.29,upi,1,0,0
C101816,casual,211,19,13,6,0.684,5700.14,card,4,2,0
C101817,new,227,18,9,9,0.5,2297.97,card,5,2,0
C101818,casual,122,6,4,2,0.667,9882.24,upi,0,0,0
C101819,casual,266,53,41,12,0.774,7156.15,card,8,5,0
C101820,loyal,282,23,18,5,0.783,53929.45,card,3,2,0
C101821,loyal,688,40,39,1,0.975,35828.83,upi,2,1,0
C101822,loyal,272,27,21,6,0.778,10639.56,upi,3,1,0
C101823,new,789,65,36,29,0.554,2079.61,card,25,18,0
C101824,casual,695,23,16,7,0.696,1884.19,netbanking,3,1,0
C101825,new,811,67,34,33,0.507,1443.31,netbanking,15,7,0
C101826,loyal,95,3,2,1,0.667,19603.98,upi,0,0,0
C101827,new,886,31,15,16,0.484,725.95,card,9,5,0
C101828,casual,552,26,18,8,0.692,14717.41,netbanking,1,0,0
C101829,loyal,884,110,88,22,0.8,15673.97,upi,18,14,0
C101830,loyal,320,32,27,5,0.844,47885.36,card,0,0,0
C101831,casual,857,30,21,9,0.7,9924.23,upi,6,4,0
C101832,casual,530,106,66,40,0.623,3730.6,card,14,7,0
C101833,loyal,65,3,2,1,0.667,56766.9,upi,0,0,0
C101834,casual,369,19,14,5,0.737,3819.83,upi,4,3,0
C101835,new,124,4,2,2,0.5,1546.75,upi,1,0,0
C101836,loyal,847,31,26,5,0.839,49526.1,upi,3,2,0
C101837,casual,274,22,15,7,0.682,11690.0,upi,5,4,0
C101838,casual,200,11,7,4,0.636,5475.91,upi,3,1,0
C101839,new,498,24,12,12,0.5,2517.82,card,4,2,0
C101840,casual,383,13,8,5,0.615,14469.35,upi,3,1,0
C101841,casual,88,4,2,2,0.5,7636.28,upi,1,0,0
C101842,casual,735,91,60,31,0.659,10132.41,upi,15,8,0
C101843,casual,761,27,21,6,0.778,6103.2,wallet,2,1,0
C101844,casual,668,39,26,13,0.667,5957.16,upi,11,8,0
C101845,high_value,555,61,55,6,0.902,214400.55,card,1,0,0
C101846,high_value,362,40,36,4,0.9,118996.58,upi,3,2,0
C101847,new,488,48,31,17,0.646,2068.2,upi,6,4,0
C101848,new,469,20,9,11,0.45,496.73,netbanking,7,2,0
C101849,loyal,149,5,4,1,0.8,10259.05,card,0,0,1
C101850,high_value,74,4,3,1,0.75,203816.64,card,0,0,0
C101851,loyal,228,32,27,5,0.844,13821.01,upi,1,0,0
C101852,new,409,15,8,7,0.533,1687.32,upi,1,0,0
C101853,casual,145,7,5,2,0.714,8285.17,upi,2,1,0
C101854,new,96,5,3,2,0.6,411.79,upi,2,1,0
C101855,loyal,766,127,108,19,0.85,22299.84,netbanking,8,6,0
C101856,casual,338,11,9,2,0.818,1342.33,upi,0,0,0
C101857,casual,526,87,62,25,0.713,9315.34,upi,18,10,0
C101858,casual,472,23,13,10,0.565,5100.13,upi,11,5,0
C101859,casual,661,34,26,8,0.765,10981.79,upi,1,0,1
C101860,loyal,666,39,34,5,0.872,41491.29,upi,1,0,0
C101861,new,267,14,7,7,0.5,1120.76,upi,1,0,0
C101862,loyal,763,54,45,9,0.833,11086.16,wallet,9,7,0
C101863,loyal,334,17,11,6,0.647,26008.22,card,3,2,0
C101864,loyal,751,53,37,16,0.698,26243.19,upi,7,4,0
C101865,casual,364,22,18,4,0.818,5657.87,upi,2,1,0
C101866,loyal,100,4,3,1,0.75,57672.17,card,0,0,0
C101867,loyal,684,29,27,2,0.931,18227.98,upi,1,0,0
C101868,new,28,3,1,2,0.333,810.18,netbanking,1,0,0
C101869,new,695,23,10,13,0.435,2497.2,card,6,2,0
C101870,loyal,39,5,4,1,0.8,56257.88,upi,0,0,0
C101871,casual,186,16,11,5,0.688,7556.0,card,2,1,0
C101872,new,543,41,24,17,0.585,1620.15,upi,11,5,0
C101873,new,847,65,35,30,0.538,158.58,upi,28,13,0
C101874,new,368,28,14,14,0.5,2424.12,card,8,3,0
C101875,casual,109,8,5,3,0.625,9323.85,upi,1,0,0
C101876,loyal,210,14,10,4,0.714,33950.5,upi,3,2,0
C101877,new,806,33,21,12,0.636,907.73,netbanking,7,5,0
C101878,loyal,654,26,25,1,0.962,32188.55,card,0,0,0
C101879,casual,91,7,4,3,0.571,11294.37,upi,1,0,0
C101880,casual,347,31,19,12,0.613,2130.84,netbanking,6,3,0
C101881,new,238,11,5,6,0.455,1520.44,upi,4,1,0
C101882,loyal,160,26,23,3,0.885,11731.9,netbanking,2,1,0
C101883,high_value,761,47,43,4,0.915,320288.53,upi,2,1,0
C101884,casual,556,55,41,14,0.745,3954.25,upi,13,7,0
C101885,new,162,8,4,4,0.5,2710.16,card,4,2,0
C101886,casual,585,97,68,29,0.701,7665.32,upi,20,13,0
C101887,new,372,14,10,4,0.714,1371.79,netbanking,2,1,0
C101888,loyal,56,5,4,1,0.8,28017.6,upi,1,0,0
C101889,new,405,23,15,8,0.652,1549.08,wallet,4,2,0
C101890,high_value,167,8,7,1,0.875,168309.77,upi,0,0,0
C101891,casual,221,13,9,4,0.692,6038.94,upi,3,2,0
C101892,casual,791,49,27,22,0.551,3738.58,upi,11,4,0
C101893,loyal,639,58,50,8,0.862,27260.72,upi,5,3,0
C101894,new,121,5,2,3,0.4,2435.15,card,1,0,0
C101895,loyal,766,45,38,7,0.844,22284.54,card,4,3,0
C101896,new,517,51,23,28,0.451,2463.8,netbanking,13,7,0
C101897,loyal,787,71,65,6,0.915,53065.64,card,5,4,1
C101898,casual,672,44,35,9,0.795,10328.68,upi,3,2,0
C101899,new,306,11,7,4,0.636,92.05,upi,4,2,0
C101900,loyal,481,16,13,3,0.812,38051.68,card,3,2,0
C101901,new,478,34,15,19,0.441,2499.45,netbanking,7,4,0
C101902,new,648,46,26,20,0.565,1097.35,upi,8,3,0
C101903,loyal,224,28,27,1,0.964,24141.11,upi,2,1,0
C101904,casual,300,16,11,5,0.688,5499.28,upi,2,1,0
C101905,high_value,221,22,21,1,0.955,198076.74,upi,2,1,0
C101906,loyal,267,10,8,2,0.8,13508.46,card,1,0,0
C101907,loyal,145,8,6,2,0.75,21884.25,upi,3,2,0
C101908,casual,33,3,2,1,0.667,10057.09,netbanking,0,0,0
C101909,new,846,31,16,15,0.516,1417.45,upi,8,3,0
C101910,high_value,67,2,1,1,0.5,136569.47,upi,1,0,0
C101911,new,799,66,38,28,0.576,2792.64,upi,17,12,0
C101912,casual,3,1,0,1,0.0,5137.59,upi,1,0,0
C101913,casual,699,63,48,15,0.762,2810.45,card,9,8,0
C101914,casual,296,21,13,8,0.619,3790.88,netbanking,2,1,0
C101915,casual,466,31,20,11,0.645,5152.19,upi,1,0,0
C101916,loyal,254,10,8,2,0.8,36127.95,upi,0,0,0
C101917,loyal,442,15,12,3,0.8,13316.03,card,5,4,0
C101918,loyal,406,17,13,4,0.765,52747.1,card,2,1,0
C101919,casual,477,18,13,5,0.722,13284.67,card,1,0,0
C101920,casual,354,44,34,10,0.773,5456.91,upi,9,8,0
C101921,new,483,60,38,22,0.633,2325.94,card,11,7,0
C101922,loyal,743,27,26,1,0.963,39984.64,upi,0,0,0
C101923,casual,391,19,11,8,0.579,12836.22,upi,5,3,0
C101924,casual,325,32,20,12,0.625,4877.53,netbanking,4,2,0
C101925,new,119,4,2,2,0.5,1830.71,upi,0,0,0
C101926,loyal,324,36,31,5,0.861,13634.74,upi,3,1,0
C101927,loyal,113,4,3,1,0.75,10472.6,upi,0,0,1
C101928,loyal,165,6,4,2,0.667,53734.89,upi,0,0,1
C101929,new,857,50,26,24,0.52,883.64,netbanking,16,10,0
C101930,high_value,81,3,2,1,0.667,205893.77,upi,1,0,0
C101931,new,434,18,7,11,0.389,695.34,upi,13,5,0
C101932,casual,751,27,24,3,0.889,13275.3,netbanking,1,0,0
C101933,new,857,45,24,21,0.533,1153.6,upi,17,8,0
C101934,casual,132,11,8,3,0.727,3507.66,upi,1,0,0
C101935,casual,148,14,9,5,0.643,9511.9,upi,4,2,0
C101936,new,335,25,14,11,0.56,616.39,upi,5,3,0
C101937,casual,499,83,60,23,0.723,4649.66,upi,14,10,0
C101938,loyal,863,39,36,3,0.923,43639.75,card,2,1,0
C101939,loyal,187,13,10,3,0.769,57960.97,upi,3,2,0
C101940,loyal,148,6,5,1,0.833,47740.49,card,0,0,0
C101941,casual,228,38,22,16,0.579,2737.99,netbanking,13,9,0
C101942,new,787,60,37,23,0.617,937.67,upi,10,4,0
C101943,loyal,28,2,1,1,0.5,49818.25,upi,1,0,0
C101944,new,342,48,22,26,0.458,825.44,upi,11,6,0
C101945,casual,107,4,3,1,0.75,11360.97,upi,0,0,0
C101946,new,142,7,4,3,0.571,1415.38,upi,1,0,0
C101947,loyal,825,31,21,10,0.677,54220.43,upi,6,3,0
C101948,casual,2,1,0,1,0.0,6028.09,upi,0,0,0
C101949,loyal,290,58,53,5,0.914,56728.57,upi,3,2,0
C101950,casual,823,31,23,8,0.742,6704.09,upi,3,2,0
C101951,casual,547,91,76,15,0.835,11167.3,card,6,5,0
C101952,casual,65,2,1,1,0.5,3732.72,upi,0,0,0
C101953,new,419,19,10,9,0.526,1592.37,card,3,1,1
C101954,casual,873,34,30,4,0.882,5341.89,card,2,1,0
C101955,loyal,361,21,19,2,0.905,10636.33,upi,2,1,0
C101956,casual,476,52,35,17,0.673,7121.83,card,14,9,0
C101957,new,479,59,29,30,0.492,517.49,upi,13,5,0
C101958,loyal,594,84,80,4,0.952,57929.26,card,3,2,0
C101959,casual,169,6,3,3,0.5,12320.24,upi,0,0,1
C101960,new,755,41,21,20,0.512,2218.58,upi,14,6,0
C101961,new,889,88,46,42,0.523,1360.0,card,18,10,0
C101962,casual,129,16,11,5,0.688,4627.47,card,4,3,0
C101963,casual,736,122,85,37,0.697,5541.08,card,21,15,0
C101964,loyal,735,66,49,17,0.742,20218.21,upi,12,8,0
C101965,new,667,29,18,11,0.621,1655.67,upi,4,2,0
C101966,loyal,334,12,9,3,0.75,50563.82,upi,2,1,0
C101967,casual,422,21,18,3,0.857,3623.75,upi,1,0,0
C101968,loyal,755,26,22,4,0.846,10227.37,upi,6,5,0
C101969,loyal,138,9,8,1,0.889,16280.33,card,1,0,0
C101970,casual,746,57,43,14,0.754,7453.05,card,14,9,0
C101971,new,828,37,24,13,0.649,55.79,netbanking,8,4,0
C101972,casual,614,76,58,18,0.763,6645.75,card,9,6,0
C101973,high_value,307,11,10,1,0.909,88905.33,card,0,0,0
C101974,high_value,503,20,19,1,0.95,87718.25,netbanking,2,1,0
C101975,new,46,9,6,3,0.667,2137.83,upi,2,1,0
C101976,loyal,838,93,77,16,0.828,59974.86,card,7,6,0
C101977,casual,308,15,11,4,0.733,3722.74,upi,4,2,0
C101978,new,52,2,1,1,0.5,688.77,upi,1,0,0
C101979,loyal,715,71,63,8,0.887,24820.91,wallet,5,3,0
C101980,casual,592,25,18,7,0.72,11991.53,upi,4,2,0
C101981,casual,560,35,19,16,0.543,8082.51,netbanking,10,5,0
C101982,loyal,49,2,1,1,0.5,38533.85,netbanking,1,0,0
C101983,casual,676,45,35,10,0.778,8651.1,netbanking,9,7,0
C101984,loyal,573,35,27,8,0.771,56868.57,card,8,5,0
C101985,casual,714,51,40,11,0.784,1487.94,card,9,6,0
